,Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
8248,2003,The Hunted,14.93,557,below_avg,"Drama, Action, Thriller, Crime"
8249,2002,Nicholas Nickleby,14.93,134,average,"Adventure, Drama, Action, Family"
8250,2008,Tokyo Gore Police,14.93,219,not_popular,"Adventure, Horror, Action, Science Fiction"
8251,2008,Australia,14.93,1897,average,"Adventure, Drama, Romance"
8252,2017,The Lodgers,14.92,402,not_popular,"Drama, Horror, Romance, Thriller"
8253,2009,The Box,14.92,1445,not_popular,"Thriller, Science Fiction"
8254,1999,Bartok the Magnificent,14.92,171,below_avg,"Animation, Comedy, Family"
8255,2010,Tom and Jerry Meet Sherlock Holmes,14.92,52,below_avg,"Family, Animation, Adventure, Comedy"
8256,1985,Guinea Pig 2: Flower of Flesh and Blood,14.91,80,not_popular,Horror
8257,1967,The Young Girls of Rochefort,14.91,427,popular,"Romance, Comedy, Drama"
8258,2016,In My Father's Garden,14.91,13,below_avg,Drama
8259,2014,The Incident,14.91,114,average,"Thriller, Science Fiction, Horror"
8260,2019,Go! The Unforgettable Party,14.91,68,popular,"Music, Family"
8261,1982,El día de los albañiles: Los maistros del amor,14.91,11,below_avg,Comedy
8262,2021,Supercool,14.91,4,not_popular,"Comedy, Action"
8263,2014,The Bélier Family,14.91,2024,average,"Comedy, Music"
8264,1998,Sliding Doors,14.91,1032,average,"Comedy, Drama, Fantasy, Romance"
8265,2014,Cloud 9,14.91,446,average,"Family, Action, Drama, Romance, TV Movie"
8266,2015,"Hello, My Name Is Doris",14.9,398,below_avg,"Comedy, Drama, Romance"
8267,2004,Jersey Girl,14.9,812,below_avg,"Comedy, Romance, Drama"
8268,2018,Where Hands Touch,14.9,420,popular,"War, Drama, Romance"
8269,1956,The Hunchback of Notre Dame,14.9,71,below_avg,"Drama, History"
8270,2016,Sister's Younger Husband,14.9,8,below_avg,"Comedy, Drama, Romance"
8271,1994,Muriel's Wedding,14.9,324,average,"Comedy, Drama, Romance"
8272,2003,Hollywood Homicide,14.9,484,not_popular,"Action, Adventure, Comedy, Thriller"
8273,2014,A Long Way Down,14.9,739,below_avg,"Comedy, Drama"
8274,2012,My Awkward Sexual Adventure,14.9,281,average,"Comedy, Romance"
8275,1982,Paradise,14.9,84,below_avg,"Romance, Adventure"
8276,2006,Tekkonkinkreet,14.89,263,popular,"Action, Adventure, Animation"
8277,1991,Madame Bovary,14.89,95,below_avg,"Romance, Drama"
8278,1951,Strangers on a Train,14.89,1204,popular,"Crime, Thriller, Mystery"
8279,1986,Soul Man,14.89,115,not_popular,Comedy
8280,2021,Ride or Die,14.89,3,not_popular,"Crime, Drama, Romance"
8281,2019,Daughter of the Wolf,14.89,148,not_popular,"Action, Thriller"
8282,1989,Going Overboard,14.89,102,not_popular,Comedy
8283,1946,Notorious,14.89,1162,popular,"Thriller, Romance, Mystery"
8284,2005,Inside Deep Throat,14.89,96,average,"History, Documentary"
8285,2013,The Best Man Holiday,14.88,212,below_avg,Comedy
8286,1997,Wishmaster,14.88,415,not_popular,"Horror, Science Fiction"
8287,2008,Shippū! Konoha Gakuen Den!,14.88,4,below_avg,Animation
8288,1946,My Darling Clementine,14.88,283,popular,Western
8289,2006,Half Light,14.88,223,not_popular,"Thriller, Horror"
8290,2022,Three Months,14.88,5,not_popular,"Drama, Comedy"
8291,2000,Cherry Falls,14.88,206,not_popular,"Horror, Mystery, Thriller"
8292,1997,Robinson Crusoe,14.88,165,not_popular,"Action, Adventure, Drama"
8293,2004,The Life and Death of Peter Sellers,14.88,134,average,"Drama, Comedy, Romance"
8294,1967,Guess Who's Coming to Dinner,14.88,615,popular,Drama
8295,2015,SPL II: A Time for Consequences,14.87,172,average,"Action, Crime, Thriller"
8296,2000,102 Dalmatians,14.87,1106,not_popular,"Family, Comedy"
8297,2020,Ma Rainey's Black Bottom,14.87,864,average,"Drama, Music"
8298,2020,Saint Maud,14.87,391,average,"Drama, Horror, Mystery"
8299,2011,Extremely Loud & Incredibly Close,14.87,1716,average,Drama
8300,2020,The Legend of Halloween Jack,14.87,11,not_popular,Horror
8301,2020,The Wedding Unplanner,14.87,133,average,"Comedy, Romance"
8302,2005,xxxHOLiC The Movie: A Midsummer Night's Dream,14.87,21,below_avg,"Animation, Comedy, Drama, Mystery, Fantasy"
8303,2017,The Shadow Effect,14.87,110,not_popular,"Science Fiction, Action, Thriller"
8304,2015,Pay the Ghost,14.87,623,not_popular,Horror
8305,2009,Sorority Row,14.87,449,not_popular,"Horror, Mystery"
8306,2007,Normal,14.87,14,not_popular,Drama
8307,2017,T2 Trainspotting,14.86,2611,average,"Crime, Drama"
8308,2013,Jobs,14.86,2099,below_avg,"Drama, History"
8309,1993,The Secret Garden,14.86,719,popular,"Drama, Family, Fantasy"
8310,1996,The Fan,14.86,600,not_popular,"Thriller, Action"
8311,2011,The Dilemma,14.86,686,not_popular,"Comedy, Drama"
8312,2016,Edge of Winter,14.86,136,not_popular,"Drama, Thriller"
8313,1988,Big Business,14.86,193,below_avg,Comedy
8314,2019,Son of a Rich,14.86,98,average,Comedy
8315,2014,Zapped,14.85,511,below_avg,"TV Movie, Comedy, Family"
8316,1985,Ran,14.85,1092,popular,"Action, Drama, History"
8317,2008,Space Chimps,14.85,341,not_popular,"Animation, Family, Adventure, Comedy, Science Fiction"
8318,1991,Little Man Tate,14.85,191,below_avg,"Drama, Family"
8319,2013,"Like Father, Like Son",14.84,472,popular,Drama
8320,1965,"Faster, Pussycat! Kill! Kill!",14.84,221,below_avg,"Action, Crime, Comedy"
8321,1998,Fallen,14.84,1027,average,"Crime, Drama, Action, Thriller, Horror"
8322,2019,School Life,14.84,570,average,"Drama, Comedy"
8323,2007,Donkey X,14.84,56,not_popular,"Family, Adventure, Animation"
8324,1998,Richie Rich's Christmas Wish,14.84,79,not_popular,"Family, Comedy"
8325,2009,Lebanon,14.84,148,below_avg,"Drama, War"
8326,2008,Lakeview Terrace,14.83,801,not_popular,"Drama, Crime, Thriller"
8327,2005,The Perfect Man,14.83,667,below_avg,"Comedy, Drama, Family, Romance"
8328,1972,The Tall Blond Man with One Black Shoe,14.83,315,average,"Comedy, Mystery"
8329,1994,No Escape,14.83,301,below_avg,"Action, Drama, Science Fiction, Thriller"
8330,2008,The Clique,14.83,135,not_popular,"Comedy, Drama, Family"
8331,2015,The Beauty Inside,14.83,200,popular,"Fantasy, Romance"
8332,2015,Beasts of No Nation,14.83,1382,popular,"Drama, War"
8333,1953,From Here to Eternity,14.83,470,popular,"War, Romance, Drama"
8334,2011,"Good Luck Charlie, It's Christmas!",14.83,349,average,"TV Movie, Comedy, Family"
8335,1975,Mirror,14.83,642,popular,"Drama, History"
8336,2018,Blood Brother,14.83,49,not_popular,"Action, Crime, Drama, Thriller"
8337,2010,Edge of Darkness,14.83,1171,below_avg,"Crime, Drama, Mystery, Thriller"
8338,2017,"Mektoub, My Love: Canto Uno",14.82,250,average,"Romance, Drama"
8339,1969,The Damned,14.82,134,popular,"War, Drama"
8340,2006,Dreamgirls,14.82,802,average,"Drama, Music"
8341,1994,Little Giants,14.82,333,below_avg,"Comedy, Family"
8342,2003,Inspector Gadget 2,14.82,303,not_popular,"Action, Adventure, Comedy, Family"
8343,2019,The Traitor,14.82,1073,popular,"Drama, Crime, Thriller"
8344,2011,Power Rangers Samurai: Clash of the Red Rangers - The Movie,14.82,66,popular,"Action, Comedy, Science Fiction"
8345,2001,All About Lily Chou-Chou,14.82,121,popular,"Drama, Crime"
8346,1986,From Beyond,14.82,365,average,"Horror, Science Fiction"
8347,2011,The Resident,14.82,497,not_popular,"Thriller, Mystery"
8348,2017,Palm Swings,14.82,35,below_avg,"Comedy, Drama, Romance"
8349,2018,Sex School: Student Bodies,14.81,6,popular,Comedy
8350,1963,Lord of the Flies,14.81,414,average,"Thriller, Adventure, Drama"
8351,2003,Thirteen,14.81,1225,below_avg,Drama
8352,2009,Lake Mungo,14.81,355,below_avg,"Horror, Thriller"
8353,2020,Never Rarely Sometimes Always,14.8,338,popular,Drama
8354,1994,Miracle on 34th Street,14.8,797,average,"Fantasy, Drama, Family"
8355,2016,Compulsion,14.8,45,not_popular,"Thriller, Horror, Fantasy"
8356,1997,The Relic,14.8,381,not_popular,"Horror, Mystery, Thriller"
8357,2002,Hart's War,14.8,731,below_avg,"Drama, War"
8358,1986,Gung Ho,14.8,150,below_avg,"Comedy, Drama"
8359,2016,Dark Crimes,14.8,314,not_popular,"Drama, Thriller"
8360,2015,Sam,14.8,49,not_popular,"Comedy, Fantasy, Romance"
8361,1993,Heaven & Earth,14.79,188,average,"History, War, Action, Drama"
8362,2001,Yamakasi,14.79,452,below_avg,"Action, Crime, Drama"
8363,1945,The Lost Weekend,14.79,415,popular,Drama
8364,1982,The Snowman,14.79,217,popular,"Adventure, Animation, Family, Fantasy"
8365,1985,After Hours,14.79,1015,popular,"Comedy, Thriller, Drama"
8366,1932,The Mummy,14.79,416,average,Horror
8367,2021,Bloody Hell,14.79,102,below_avg,"Horror, Comedy"
8368,2019,The Kid,14.79,205,not_popular,"Western, Drama"
8369,2010,Avatar Spirits,14.79,10,popular,Documentary
8370,1948,Bicycle Thieves,14.79,1785,popular,Drama
8371,2021,Seven Deadly Sins: Envy,14.79,4,popular,Drama
8372,2007,Blades of Glory,14.79,1375,below_avg,Comedy
8373,1996,That Thing You Do!,14.79,634,average,"Comedy, Drama, Romance, Music"
8374,2019,Hoax,14.78,27,not_popular,Horror
8375,2018,Whitney,14.78,147,popular,"Music, Documentary"
8376,2016,Café Society,14.78,2342,below_avg,"Comedy, Drama, Romance"
8377,2015,Suburra,14.78,1086,popular,"Crime, Drama, Thriller"
8378,2018,My Perfect Romance,14.78,173,not_popular,"Romance, TV Movie"
8379,2017,Creep 2,14.78,554,below_avg,"Horror, Thriller"
8380,1960,Two Women,14.78,400,popular,"Drama, War"
8381,2006,Scoop,14.78,1320,average,"Comedy, Mystery"
8382,2000,Whatever It Takes,14.78,214,not_popular,"Drama, Comedy, Romance"
8383,2020,The Swamp,14.78,35,average,Documentary
8384,1968,Ace High,14.78,142,below_avg,"Western, Action, Comedy"
8385,2017,Goodbye Christopher Robin,14.78,672,average,"Family, History, Drama"
8386,2017,The Cured,14.77,287,not_popular,"Horror, Drama, Science Fiction"
8387,2010,The Cutting Edge: Fire & Ice,14.77,124,below_avg,"Drama, Romance"
8388,2012,The Divide,14.77,493,not_popular,"Horror, Science Fiction"
8389,2006,The Secret,14.77,279,average,Documentary
8390,1967,PlayTime,14.77,384,popular,Comedy
8391,2019,Radio Silence,14.77,61,not_popular,"Thriller, TV Movie"
8392,2012,Butter,14.77,313,not_popular,Comedy
8393,1980,Used Cars,14.77,171,below_avg,Comedy
8394,2016,Spin Out,14.77,63,not_popular,"Comedy, Romance"
8395,1975,Emmanuelle: The Joys of a Woman,14.76,74,not_popular,"Drama, Romance"
8396,2009,Agora,14.76,1131,average,"Adventure, Drama, History"
8397,2018,Balloon,14.76,319,popular,"Drama, History, Thriller"
8398,2015,Babysitting 2,14.76,1136,below_avg,Comedy
8399,1997,Grosse Pointe Blank,14.76,658,average,"Action, Comedy, Thriller, Romance"
8400,2020,Bobbleheads: The Movie,14.76,16,not_popular,"Family, Animation, Adventure, Comedy"
8401,2018,Take Your Pills,14.76,116,average,Documentary
8402,1971,Harold and Maude,14.76,798,popular,"Comedy, Drama, Romance"
8403,2016,Popstar: Never Stop Never Stopping,14.76,989,average,"Comedy, Music"
8404,2000,Bless the Child,14.76,223,not_popular,"Drama, Horror, Thriller, Crime"
8405,2004,The Door in the Floor,14.76,151,below_avg,Drama
8406,2017,The Square,14.75,1101,average,Drama
8407,1982,The King of Comedy,14.75,1652,popular,"Drama, Comedy"
8408,2017,First They Killed My Father,14.75,531,popular,"War, Drama, History"
8409,2003,My Life Without Me,14.75,360,not_popular,"Drama, Romance"
8410,1997,For Richer or Poorer,14.75,173,not_popular,Comedy
8411,2012,Lotoman 2.0,14.75,11,average,"Family, Comedy"
8412,2019,Bixler High Private Eye,14.75,30,popular,"Adventure, Family, TV Movie"
8413,2018,The Matchmaker's Playbook,14.75,38,average,Romance
8414,2000,Il Mare,14.75,112,popular,"Fantasy, Drama, Romance, Science Fiction"
8415,1985,Phenomena,14.75,569,average,"Horror, Thriller"
8416,1994,With Honors,14.74,147,average,"Comedy, Drama"
8417,1991,Highlander II: The Quickening,14.74,636,not_popular,"Fantasy, Science Fiction"
8418,1990,Miller's Crossing,14.74,1236,popular,"Drama, Thriller, Crime"
8419,1994,The Shadow,14.74,390,below_avg,"Adventure, Fantasy, Action, Thriller, Science Fiction"
8420,1999,Audition,14.74,1066,average,"Horror, Mystery, Drama, Thriller"
8421,1990,Quick Change,14.74,259,average,"Comedy, Crime"
8422,1964,"Ghidorah, the Three-Headed Monster",14.74,163,popular,"Action, Adventure, Science Fiction"
8423,2000,Supernova,14.74,274,not_popular,"Science Fiction, Horror, Fantasy, Thriller"
8424,1962,La Jetée,14.74,635,popular,"Romance, Science Fiction"
8425,2020,Chaco,14.74,42,popular,"War, Drama"
8426,2010,Dead Space: Aftermath,14.74,105,not_popular,"Animation, Horror, Science Fiction"
8427,2008,Frozen River,14.73,232,average,Drama
8428,2014,The Target,14.73,87,average,"Thriller, Action"
8429,2018,Modern Life Is Rubbish,14.73,47,popular,"Romance, Music"
8430,2006,Hammy's Boomerang Adventure,14.73,32,not_popular,"Comedy, Family, Animation"
8431,2021,Mighty Flash,14.73,10,not_popular,Drama
8432,2019,Spy Cat,14.73,60,average,"Animation, Adventure, Comedy, Family"
8433,1998,Rudolph the Red-Nosed Reindeer: The Movie,14.73,138,below_avg,"Animation, Family, Music"
8434,2007,The Man from Earth,14.73,1772,popular,"Science Fiction, Drama"
8435,1987,Death Wish 4: The Crackdown,14.73,204,not_popular,Action
8436,2020,Half Brothers,14.72,152,popular,"Comedy, Drama"
8437,2008,Joy Ride 2: Dead Ahead,14.72,176,not_popular,"Crime, Thriller"
8438,2020,Dead Water,14.72,22,below_avg,Thriller
8439,2019,Beats,14.72,204,average,"Drama, Music"
8440,2019,Seberg,14.72,160,not_popular,"Thriller, Drama"
8441,2016,Compadres,14.72,104,average,"Action, Comedy"
8442,2006,Mammoth,14.72,43,not_popular,"Action, Comedy, Science Fiction, Horror"
8443,2014,V/H/S: Viral,14.72,461,not_popular,"Horror, Thriller"
8444,2009,Thawing Out,14.71,22,not_popular,"Comedy, Drama"
8445,2009,Blood Creek,14.71,194,not_popular,"Horror, Thriller"
8446,1981,Angel Guts: Red Porno,14.71,25,not_popular,Drama
8447,1982,An Officer and a Gentleman,14.71,848,average,"Drama, Romance"
8448,2005,Broken Flowers,14.71,998,average,"Comedy, Drama, Mystery, Romance"
8449,1943,Shadow of a Doubt,14.7,710,popular,"Crime, Thriller"
8450,1995,Candyman: Farewell to the Flesh,14.7,245,not_popular,"Horror, Thriller"
8451,1954,Johnny Guitar,14.7,281,popular,"Drama, Western, Romance"
8452,2012,Lincoln,14.7,3159,average,"History, Drama"
8453,2016,The Late Bloomer,14.7,293,not_popular,"Comedy, Drama, Romance"
8454,2018,Galveston,14.7,398,below_avg,Thriller
8455,2014,The Hundred-Foot Journey,14.7,1172,popular,"Drama, Comedy"
8456,2013,The House at the End of Time,14.7,237,average,"Horror, Drama, Fantasy"
8457,2010,Hesher,14.7,509,average,Drama
8458,2009,Cracks,14.7,304,average,"Drama, Mystery, Thriller"
8459,1990,American Ninja 4: The Annihilation,14.7,111,not_popular,"Action, Thriller"
8460,2006,Day Watch,14.7,402,below_avg,"Fantasy, Science Fiction"
8461,1962,To Kill a Mockingbird,14.7,2025,popular,"Crime, Drama"
8462,2020,The Nest,14.69,208,below_avg,"Drama, Romance"
8463,1965,Battle of the Bulge,14.69,180,average,"Drama, History, War"
8464,1984,"Paris, Texas",14.69,1228,popular,Drama
8465,2018,Robin Williams: Come Inside My Mind,14.69,167,popular,"Documentary, Comedy"
8466,1997,Breakdown,14.69,641,average,"Crime, Drama, Mystery, Thriller"
8468,2008,Pablo Escobar: Angel or Demon?,14.69,14,average,Documentary
8469,1999,Virus,14.68,442,not_popular,"Horror, Action, Science Fiction"
8470,2008,Another Gay Sequel: Gays Gone Wild!,14.68,101,not_popular,"Comedy, Romance"
8471,2016,Pet,14.68,543,not_popular,"Horror, Thriller"
8472,1986,Pirates,14.68,173,below_avg,"Adventure, Comedy"
8473,2019,Zombie Tidal Wave,14.68,29,not_popular,"Action, Adventure, Comedy, Horror, Science Fiction, Thriller"
8474,2006,Beerfest,14.68,408,not_popular,Comedy
8475,1973,La Grande Bouffe,14.67,339,average,"Drama, Comedy"
8476,2013,Frances Ha,14.67,1160,popular,"Comedy, Drama"
8477,2010,Never Let Me Go,14.67,1860,average,"Drama, Romance, Science Fiction"
8478,1998,Revival of Evangelion,14.67,24,popular,"Action, Animation, Drama, Science Fiction"
8479,1974,Young Frankenstein,14.67,2515,popular,Comedy
8480,2018,Alex Strangelove,14.67,1401,average,"Comedy, Drama"
8481,2009,Micmacs,14.67,431,average,"Action, Comedy, Crime"
8482,2007,Black Sheep,14.67,555,not_popular,"Horror, Comedy"
8483,1989,Shocker,14.66,299,not_popular,Horror
8484,2016,Frank & Lola,14.66,140,not_popular,"Drama, Mystery, Romance"
8485,2020,Big Time Adolescence,14.66,223,popular,Comedy
8486,2013,Windstorm,14.66,220,popular,"Adventure, Family"
8487,2000,Space Cowboys,14.66,1052,below_avg,"Action, Adventure, Thriller"
8488,2018,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,14.66,73,average,"Animation, Family, Action, Comedy"
8489,2013,Miracle in Cell No. 7,14.66,319,popular,"Drama, Comedy, Family"
8490,1995,Dolores Claiborne,14.66,549,popular,"Crime, Drama, Mystery"
8491,2013,The Butler,14.66,2511,popular,Drama
8492,2003,In the Cut,14.66,302,not_popular,"Drama, Mystery, Thriller"
8493,2016,Ice Sharks,14.65,83,not_popular,"TV Movie, Adventure, Action, Science Fiction, Horror"
8494,1991,Father of the Bride,14.65,1032,below_avg,"Comedy, Romance"
8495,2005,Casanova,14.65,734,below_avg,"Adventure, Comedy, Drama, Romance"
8496,2011,The Ledge,14.65,270,below_avg,"Drama, Thriller"
8497,2008,Deadgirl,14.65,269,not_popular,"Horror, Thriller"
8498,1981,Hot Bubblegum,14.65,44,below_avg,"Comedy, Romance"
8499,1966,Daisies,14.65,222,popular,"Comedy, Fantasy"
8500,1991,Bill & Ted's Bogus Journey,14.65,911,below_avg,"Adventure, Comedy, Science Fiction"
8501,2019,P Storm,14.64,44,below_avg,"Action, Crime"
8502,2008,Blade: House of Chthon,14.64,56,not_popular,"Action, Horror, TV Movie"
8503,2018,Free Solo,14.64,959,popular,"Documentary, Adventure"
8504,2015,Slow West,14.64,802,average,"Western, Action, Thriller, Drama"
8505,2000,Dancer in the Dark,14.64,1362,popular,"Drama, Crime"
8506,2004,Fighter in the Wind,14.63,124,popular,"Action, Drama"
8507,2018,Amateur,14.63,235,below_avg,Drama
8508,2012,The Concubine,14.63,61,not_popular,Drama
8509,2005,Anthony Zimmer,14.63,160,below_avg,"Drama, Thriller, Crime, Romance"
8510,1967,Belle de Jour,14.63,604,popular,"Drama, Romance"
8511,2016,A Kind of Murder,14.63,189,not_popular,"Drama, Thriller"
8512,2004,You Got Served,14.63,315,below_avg,"Music, Drama"
8513,2017,Ana & Bruno,14.63,73,popular,"Animation, Adventure, Family"
8514,2002,Tuck Everlasting,14.63,382,average,"Drama, Family, Fantasy, Romance"
8515,2018,The Work Wife,14.63,19,popular,Drama
8516,2016,3 Generations,14.62,394,below_avg,"Comedy, Drama"
8517,2008,Cyborg She,14.62,107,popular,"Action, Comedy, Science Fiction, Romance, Drama"
8518,2002,Bend It Like Beckham,14.62,1557,below_avg,"Comedy, Drama, Romance"
8519,2014,Backcountry,14.62,449,not_popular,"Thriller, Drama, Horror"
8520,2013,Pulling Strings,14.62,80,average,"Comedy, Romance"
8521,2017,Le Brio,14.62,719,average,"Drama, Comedy"
8522,2007,Sex and Breakfast,14.62,35,not_popular,"Comedy, Drama, Romance"
8523,1973,Turkish Delight,14.62,111,average,"Drama, Romance"
8524,2007,Arn: The Knight Templar,14.62,208,below_avg,"Action, Adventure, Drama, Romance"
8525,2013,Anna,14.61,488,below_avg,"Thriller, Drama"
8526,2013,Möbius,14.61,172,not_popular,"Drama, Thriller"
8527,2011,Towa no Quon 6: Eternal Quon,14.61,8,below_avg,"Animation, Action, Fantasy, Science Fiction"
8528,2017,The Sex Trip,14.61,42,not_popular,"Comedy, Fantasy"
8529,1955,The Ladykillers,14.61,337,popular,"Comedy, Crime"
8530,2004,Wimbledon,14.61,799,below_avg,"Comedy, Romance"
8531,2018,The Convent,14.61,87,not_popular,"History, Horror"
8532,2017,The Music of Silence,14.61,70,popular,Drama
8533,2016,Los Modernos,14.61,4,not_popular,Drama
8534,1967,"Kidnapping, Caucasian Style",14.61,162,popular,"Comedy, Romance, Music"
8535,2006,Save the Last Dance 2,14.61,194,not_popular,"Drama, Family, Romance"
8536,2019,Extreme Job,14.6,143,average,"Action, Comedy, Crime"
8537,2021,Oslo,14.6,51,average,"TV Movie, Drama, History"
8538,2002,Gone Nutty,14.6,142,average,"Animation, Comedy"
8539,2006,Tristan & Isolde,14.6,673,average,"Drama, Romance, Adventure, Action"
8540,2004,Appleseed,14.6,269,average,"Animation, Action, Science Fiction"
8541,1969,Support Your Local Sheriff!,14.6,126,average,"Comedy, Western"
8542,2018,Looking Glass,14.6,219,not_popular,"Thriller, Mystery"
8543,2012,Abraham Lincoln vs. Zombies,14.59,94,not_popular,"Horror, Action, Thriller"
8544,2014,Out of the Dark,14.59,125,not_popular,"Thriller, Horror"
8545,1973,Immoral Tales,14.59,159,not_popular,"Drama, Romance"
8546,1996,Thinner,14.59,440,not_popular,"Horror, Thriller"
8547,1964,Becket,14.59,133,popular,"Drama, History"
8548,1984,Starman,14.59,604,average,"Science Fiction, Romance"
8549,1999,The Rage: Carrie 2,14.59,297,not_popular,"Horror, Thriller, Science Fiction"
8550,1998,Dennis the Menace Strikes Again!,14.59,165,not_popular,"Family, Comedy"
8551,2019,Last Christmas,14.59,1837,popular,"Comedy, Romance, Drama"
8552,2010,The Stranger,14.58,54,not_popular,"Action, Drama, Thriller, Mystery"
8553,1963,Tom Jones,14.58,142,below_avg,"Adventure, Comedy, Romance"
8554,2010,Legend of the Fist: The Return of Chen Zhen,14.58,197,average,"Drama, Action, History, Thriller"
8555,1991,The Silence of the Lambs,14.58,13012,popular,"Crime, Drama, Thriller"
8556,2007,Daddy Day Camp,14.58,358,not_popular,"Family, Comedy"
8557,2003,Secondhand Lions,14.58,611,popular,"Family, Comedy"
8558,2020,Pizza Dare 1,14.57,2,popular,Romance
8559,2009,The Stoning of Soraya M.,14.57,170,popular,"Crime, Drama"
8560,1964,Zorba the Greek,14.57,255,popular,Drama
8561,2007,Young People Fucking,14.57,159,not_popular,"Comedy, Drama, Romance"
8562,2021,Recalled,14.57,37,average,"Mystery, Thriller"
8563,2016,Team Thor: Part 1,14.57,398,popular,"Comedy, Science Fiction"
8564,2012,The Bay,14.57,556,not_popular,"Horror, Science Fiction, Thriller"
8565,2005,An Unfinished Life,14.57,472,average,Drama
8566,1939,The Flying Deuces,14.56,108,below_avg,"Comedy, War"
8567,1952,Ivanhoe,14.56,126,average,"Adventure, Romance"
8568,2000,Shaft,14.56,975,not_popular,"Action, Adventure, Crime, Thriller"
8569,2015,Flying Colors,14.55,77,popular,"Comedy, Drama"
8570,2005,Munich,14.55,2012,average,"Drama, Action, History, Thriller"
8571,1996,Breaking the Waves,14.55,714,popular,"Drama, Romance"
8572,1994,The Getaway,14.55,243,not_popular,"Drama, Action, Thriller, Mystery"
8573,2021,"Where are you going, Aida?",14.55,152,popular,"War, Drama"
8574,2017,Skins,14.55,392,average,"Drama, Comedy"
8575,2022,Dracula: The Original Living Vampire,14.55,5,not_popular,"Horror, Thriller"
8576,2000,Werckmeister Harmonies,14.55,225,popular,Drama
8577,2010,The Runaways,14.54,650,below_avg,"Music, Drama"
8578,1989,Godzilla vs. Biollante,14.54,143,popular,"Action, Science Fiction"
8579,2001,Voyage of the Unicorn,14.54,46,average,"Adventure, Fantasy, TV Movie"
8580,1995,A Chinese Odyssey Part One: Pandora's Box,14.54,157,popular,"Fantasy, Adventure, Comedy"
8581,1984,The Toxic Avenger,14.54,370,below_avg,"Science Fiction, Action, Comedy, Horror"
8582,2007,XXY,14.54,226,average,Drama
8583,2010,71: Into the Fire,14.54,128,popular,War
8584,2016,Panfilov's 28 Men,14.54,119,average,"History, Action, Drama, War"
8585,1973,Belladonna of Sadness,14.53,173,popular,"Animation, Drama, Fantasy"
8586,1990,Psycho IV – The Beginning,14.53,171,not_popular,"Horror, Mystery, Thriller, TV Movie"
8587,2018,Hellraiser: Judgment,14.53,185,not_popular,Horror
8588,2014,Sniper: Legacy,14.53,150,below_avg,"Thriller, Action"
8589,2009,Lesbian Vampire Killers,14.53,290,not_popular,"Horror, Comedy"
8590,1984,The Last Starfighter,14.53,522,average,"Adventure, Science Fiction, Action"
8591,2011,Carjacked,14.53,79,not_popular,"Action, Thriller"
8592,1991,Mediterraneo,14.53,780,popular,"Comedy, Romance, War"
8593,2015,Dead Rising: Watchtower,14.53,280,not_popular,"Horror, Science Fiction, Action"
8594,2015,Before We Go,14.53,1454,average,"Comedy, Drama, Romance"
8595,2012,HOUBA! On the Trail of the Marsupilami,14.53,728,not_popular,"Adventure, Comedy, Family"
8596,2012,Excision,14.53,423,below_avg,"Drama, Horror"
8597,2005,Man of the House,14.52,367,not_popular,"Comedy, Action"
8598,2006,Priceless,14.52,617,below_avg,"Drama, Comedy, Romance"
8599,2009,X-Men Origins: Wolverine,14.52,8812,below_avg,"Adventure, Action, Thriller, Science Fiction"
8600,2018,Going for Gold,14.52,115,average,"Drama, Family"
8601,2001,Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,14.52,34,popular,"Animation, Comedy"
8602,2011,Have a Little Faith,14.52,20,average,"Drama, TV Movie"
8603,1993,Body of Evidence,14.52,220,not_popular,"Drama, Thriller, Romance"
8604,2019,Gloria Bell,14.52,233,not_popular,"Drama, Romance"
8605,2021,Death Saved My Life,14.52,14,average,"Thriller, TV Movie"
8606,2012,House at the End of the Street,14.52,1515,not_popular,"Horror, Thriller"
8607,1930,All Quiet on the Western Front,14.52,515,popular,"Drama, War"
8608,2017,Suck Me Shakespeer 3,14.51,328,below_avg,Comedy
8609,2016,The Bodyguard,14.51,63,average,Action
8610,2016,Come and Find Me,14.51,212,not_popular,"Drama, Thriller"
8611,1980,Cruising,14.51,328,below_avg,"Crime, Mystery, Thriller, Horror"
8612,1989,Puppet Master,14.51,242,not_popular,"Horror, Fantasy, Science Fiction"
8613,2012,Big Top Scooby-Doo!,14.51,151,popular,"Family, Animation, Comedy, Mystery"
8614,1978,Midnight Express,14.51,1265,popular,"Drama, Crime"
8615,1985,Flesh + Blood,14.51,245,below_avg,"Adventure, Drama"
8616,1993,Crazy Love,14.51,10,not_popular,"Comedy, Romance"
8617,2018,Boarding School,14.51,185,below_avg,"Horror, Mystery"
8618,2012,Girls Gone Dead,14.5,37,not_popular,"Horror, Comedy"
8619,2019,Blood Quantum,14.5,110,not_popular,Horror
8620,2001,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",14.5,162,popular,"Action, Science Fiction, Fantasy"
8621,2019,Queen & Slim,14.5,508,popular,"Drama, Romance, Crime"
8622,2016,The Darkness,14.5,526,not_popular,"Horror, Thriller"
8623,2008,The Rocker,14.5,467,below_avg,"Comedy, Music"
8624,1987,Raising Arizona,14.5,1578,average,"Comedy, Crime"
